,mfl_id,sportradar_id,fantasypros_id,gsis_id,pff_id,sleeper_id,nfl_id,espn_id,yahoo_id,fleaflicker_id,cbs_id,pfr_id,cfbref_id,rotowire_id,rotoworld_id,ktc_id,stats_id,stats_global_id,fantasy_data_id,swish_id,name,merge_name,position,team,birthdate,age,draft_year,draft_round,draft_pick,draft_ovr,twitter_username,height,weight,college,db_season
4933,11306,2fd7c33f-ed75-40d0-9a77-128d1a069d47,,00-0030281,7900.0,1394.0,2539321.0,15986.0,26741,,1665010.0,PortSe00,sean-porter-1,8714.0,8539,,26741.0,511403.0,14924.0,,Sean Porter,sean porter,LB,JAC,1991-01-12,30.3,2013.0,4.0,21.0,118.0,onlyoneSP,73.0,242.0,Texas A&M,2025
4934,11307,3e284a1c-2f6f-468e-a694-8a3c0797a919,,00-0030502,7879.0,1417.0,2539264.0,15838.0,26720,,1679504.0,GoodZa00,zaviar-gooden-1,8719.0,8525,,26720.0,463406.0,14977.0,,Zaviar Gooden,zaviar gooden,LB,FA,1990-01-01,31.3,2013.0,3.0,35.0,97.0,,73.0,231.0,Missouri,2025
4935,11308,1b0234dc-a434-4c31-bb41-6457c068a0fa,11750.0,00-0030401,7827.0,1345.0,2539935.0,15819.0,26669,,1631825.0,AlonKi00,kiko-alonso-1,8698.0,8445,,26669.0,459190.0,14864.0,459190,Kiko Alonso,kiko alonso,LB,FA,1990-08-14,31.5,2013.0,2.0,14.0,46.0,Kiko__Alonso,75.0,239.0,Oregon,2025
4936,11309,,,,,,,,,,1620620.0,,,,,,,0.0,,,Shaq Wilson,shaq wilson,LB,FA,,,2013.0,,,,,,,South Carolina,2025
4937,11310,186014e2-3430-4510-867f-a7013daf0bb8,11752.0,00-0030382,7826.0,1577.0,2540159.0,15856.0,26668,,1664390.0,MintKe00,kevin-minter-1,8694.0,8443,,26668.0,494295.0,15227.0,494295,Kevin Minter,kevin minter,LB,FA,1990-12-03,32.2,2013.0,2.0,13.0,45.0,Kmint_46,72.0,246.0,LSU,2025
4938,11311,f8ae5c0d-42ba-4b30-88b8-728338253770,,00-0030592,7790.0,1371.0,2540146.0,15804.0,26632,,1737099.0,MillDe00,dee-milliner-1,8636.0,8325,,26632.0,543783.0,14893.0,,Dee Milliner,dee milliner,CB,FA,1991-09-14,29.6,2013.0,1.0,9.0,9.0,DeeMilliner28,72.0,201.0,Alabama,2025
4939,11312,f14e6b34-3c77-44e7-bc9c-6c691d3fe46b,11754.0,00-0030562,7803.0,1545.0,2539334.0,15812.0,26645,,1664486.0,TrufDe00,desmond-trufant-1,8641.0,8447,,26645.0,513547.0,15183.0,513547,Desmond Trufant,desmond trufant,CB,FA,1990-09-10,32.5,2013.0,1.0,22.0,22.0,DesmondTrufant,72.0,190.0,Washington,2025
4940,11313,8c8b7d6e-6ed8-4a10-8ae9-b50300bd766b,11755.0,00-0030459,7850.0,1576.0,2540180.0,15851.0,26692,,1737333.0,MathTy00,tyrann-mathieu-1,8593.0,8387,,26692.0,540520.0,15226.0,540520,Tyrann Mathieu,tyrann mathieu,S,FA,1992-05-13,33.4,2013.0,3.0,7.0,69.0,Mathieu_Era,69.0,190.0,LSU,2025
4941,11314,81a5c010-2e89-4b65-a924-015cf4ea3f94,11756.0,00-0030575,7806.0,1536.0,2540155.0,15810.0,26648,,1665147.0,RhodXa00,xavier-rhodes-1,8637.0,8386,,26648.0,509368.0,15151.0,509368,Xavier Rhodes,xavier rhodes,CB,FA,1990-06-19,33.6,2013.0,1.0,25.0,25.0,XavierRhodes29_,73.0,218.0,Florida State,2025
4942,11315,2ba5bdad-0b7c-4637-89a3-5b7b34d215b0,11757.0,00-0030420,7832.0,1498.0,2540170.0,15820.0,26674,,1737246.0,AmerDa00,david-amerson-1,8643.0,8449,,26674.0,557329.0,15096.0,,David Amerson,david amerson,CB,FA,1991-12-08,29.4,2013.0,2.0,19.0,51.0,DavidAmerson1,73.0,205.0,North Carolina State,2025
4943,11316,e829aa7e-04a7-425a-9717-c334ca9febe9,11758.0,00-0030411,7864.0,1367.0,2540162.0,15861.0,26706,,1664604.0,RyanLo00,logan-ryan-1,8640.0,8516,,26706.0,511881.0,14888.0,511881,Logan Ryan,logan ryan,S,FA,1991-02-09,34.1,2013.0,3.0,21.0,83.0,RealLoganRyan,71.0,195.0,Rutgers,2025
4944,11317,95fab6fa-3ee1-47d0-93ad-c7ff41744be7,11759.0,00-0030114,8000.0,1343.0,2539290.0,15979.0,26841,,1665374.0,PoyeJo00,jordan-poyer-1,8639.0,8448,,26841.0,498183.0,14860.0,498183,Jordan Poyer,jordan poyer,S,BUF,1991-04-25,34.5,2013.0,7.0,12.0,218.0,J_Poy33,72.0,191.0,Oregon State,2025
4945,11318,226723b9-fddf-45ca-8245-d8cc5442c400,11760.0,00-0030484,7835.0,1359.0,2539932.0,15866.0,26677,,1681960.0,TaylJa01,jamar-taylor-2,8644.0,8493,,26677.0,449732.0,14878.0,,Jamar Taylor,jamar taylor,CB,FA,1990-09-29,31.4,2013.0,2.0,22.0,54.0,JTAY22_619,71.0,192.0,Boise State,2025
4946,11319,f39cea83-f23e-4524-b4df-f4f9c239927a,,00-0030462,7916.0,1462.0,2539229.0,15913.0,,,1632065.0,CommSa00,sanders-commings-1,8880.0,8550,,26757.0,465705.0,15044.0,,Sanders Commings,sanders commings,S,FA,1990-03-08,31.2,2013.0,5.0,1.0,134.0,SandersCommings,72.0,223.0,Georgia,2025
4947,11320,470ede20-c190-40e5-b66d-5b917ad8d5f3,,00-0030519,7874.0,1695.0,2540217.0,15833.0,26716,,1824516.0,DaviWi02,will-davis-2,8642.0,8524,,26716.0,593238.0,15560.0,,Will Davis,will davis,CB,FA,1990-05-08,31.0,2013.0,3.0,31.0,93.0,WillieD_effect,71.0,180.0,Utah State,2025
4948,11321,ed34cf85-1e5f-4967-89b0-3ff70e5555fa,,00-0030469,7824.0,1557.0,2539262.0,15824.0,26666,,1700836.0,BankJo00,johnthan-banks-1,8638.0,8446,,26666.0,512197.0,15199.0,,Johnthan Banks,johnthan banks,CB,FA,1989-10-03,31.6,2013.0,2.0,11.0,43.0,JBanks_27,74.0,185.0,Mississippi State,2025
4949,11322,4be70f75-f978-4e90-92fd-70927c672931,,00-0030559,7813.0,1377.0,2540153.0,15789.0,26655,,1737092.0,ElamMa00,matt-elam-1,8775.0,8452,,26655.0,542790.0,14899.0,,Matt Elam,matt elam,S,FA,1991-09-21,29.6,2013.0,1.0,32.0,32.0,ElamVsElo,70.0,209.0,Florida,2025
4950,11323,c615cf52-bc61-43ed-bb76-39695ca019c0,11765.0,00-0030548,7799.0,1590.0,2540152.0,15809.0,26641,,1737133.0,ReidEr00,eric-reid-1,8685.0,8453,,26641.0,540523.0,15242.0,,Eric Reid,eric reid,S,FA,1991-12-10,30.2,2013.0,1.0,18.0,18.0,E_Reid35,73.0,215.0,LSU,2025
4951,11324,a2270ced-ae01-4dee-a177-9dca7c5b20cc,11766.0,00-0030060,7796.0,1556.0,2539320.0,15813.0,26638,,1664330.0,VaccKe00,kenny-vaccaro-1,8684.0,8451,,26638.0,492781.0,15197.0,,Kenny Vaccaro,kenny vaccaro,S,FA,1991-02-15,31.0,2013.0,1.0,15.0,15.0,KennyVaccaro4,72.0,214.0,Texas,2025
4952,11325,81c637e8-8f81-4455-887c-9763f1d18b15,,00-0030289,7972.0,1499.0,2539234.0,15912.0,26814,,1632077.0,RambBa00,bacarri-rambo-1,8687.0,8591,,26814.0,465715.0,15099.0,,Bacarri Rambo,bacarri rambo,S,FA,1990-06-27,30.9,2013.0,6.0,23.0,191.0,brambo18,72.0,211.0,Georgia,2025
4953,11326,e0f05175-f652-4f5e-9931-068a712291e6,11768.0,00-0030530,7852.0,1570.0,2539309.0,15852.0,26694,,1664157.0,McDoTJ00,tj-mcdonald-1,8689.0,8458,,26694.0,510155.0,15218.0,,T.J. McDonald,tj mcdonald,S,FA,1991-01-26,30.3,2013.0,3.0,9.0,71.0,tmcdonaldjr,74.0,215.0,USC,2025
4954,11327,7690ab6a-2ae0-4449-abd5-74ec54403f2e,11769.0,00-0030294,8361.0,1686.0,2540164.0,16195.0,27081,,1737117.0,JeffTo00,,8688.0,8653,,27081.0,542885.0,15516.0,542885,Tony Jefferson,tony jefferson,S,LAC,1992-01-27,33.7,2013.0,,,,tonyjefferson1,71.0,212.0,Oklahoma,2025
4955,11328,cffccec0-ada1-4beb-9f4e-ac639115fb54,,00-0030254,8045.0,1744.0,2539196.0,16434.0,,,1632211.0,LestRo01,,8776.0,8675,,27096.0,465613.0,15727.0,,Robert Lester,robert lester,S,FA,1988-04-30,33.0,2013.0,,,,RobertLester_37,73.0,215.0,Alabama,2025
4956,11329,67a54559-a3e2-477f-9701-56da8984289a,,00-0030428,8027.0,,2539669.0,15993.0,,,1664237.0,MottZe00,zeke-motta-1,8691.0,8454,,26867.0,495557.0,,,Zeke Motta,zeke motta,S,ATL,1990-05-14,31.0,2013.0,7.0,38.0,244.0,,74.0,215.0,Notre Dame,2025
4957,11330,c9e9bbc5-2aeb-4f72-9b7c-1a688fb235fb,11772.0,00-0030471,7865.0,1395.0,2539233.0,15877.0,26707,,1700724.0,WillSh02,shawn-williams-1,8777.0,8517,,26707.0,512112.0,14925.0,512112,Shawn Williams,shawn williams,S,FA,1991-05-13,31.8,2013.0,3.0,22.0,84.0,36SLY36,72.0,212.0,Georgia,2025
4958,11331,8b927dbe-a45e-4c5a-a756-4048a58befcf,,00-0030557,7951.0,1444.0,2540283.0,15984.0,26792,,1708343.0,EvanJo00,josh-evans-1,8692.0,8576,,26792.0,508878.0,15013.0,,Josh Evans,josh evans,S,FA,1991-06-05,29.9,2013.0,6.0,1.0,169.0,,72.0,213.0,Florida,2025
4959,11332,c52dd837-4eef-43ba-8a4f-5c876b2a48f5,11894.0,00-0029104,7393.0,1698.0,2533030.0,15364.0,26273,,1633112.0,GrayJo00,,8079.0,7695,,26273.0,469202.0,15565.0,,Jonas Gray,jonas gray,RB,FA,1990-06-27,30.9,2013.0,,,,,70.0,225.0,Notre Dame,2025
4960,11333,123f0733-0afb-4291-8e57-9970e229309b,11774.0,00-0030448,7825.0,1549.0,2539296.0,15862.0,26667,,1631164.0,ShorKa00,kawann-short-1,8674.0,8434,,26667.0,464470.0,15189.0,,Kawann Short,kawann short,DT,FA,1989-02-02,34.1,2013.0,2.0,12.0,44.0,kk_mr93,75.0,315.0,Purdue,2025
4961,11340,2098e7f6-52ef-440a-8727-da1d40ddec2d,,00-0029741,8176.0,1397.0,,15776.0,,,2053495.0,BogoBr00,,8837.0,8489,,26615.0,512110.0,14929.0,,Brandon Bogotay,brandon bogotay,PK,FA,1989-05-08,32.0,2013.0,,,,,75.0,207.0,Georgia,2025
4962,11341,eecd6c59-2bc3-48cd-9a75-dda99a684ba6,,,,,,15777.0,,,2053613.0,,,8838.0,8490,,26616.0,730074.0,,,Brian Banks,brian banks,LB,FA,1985-07-24,35.8,2013.0,,,,BrianBanksFREE,74.0,250.0,,2025
4963,11343,b48a2c0a-f3cf-412d-9078-0313680d49e0,13233.0,00-0029740,8557.0,1332.0,2541096.0,15775.0,26614,,2053375.0,MomaIf00,,8836.0,8488,,26614.0,399316.0,14847.0,,Ifeanyi Momah,ifeanyi momah,TE,ARI,1989-10-23,31.5,2013.0,,,,,79.0,255.0,Boston College,2025
4964,11344,3f13213e-dcba-4e4c-9839-c6ddc34b3293,,,,,,15779.0,,,2054732.0,,,8842.0,8495,,26618.0,732327.0,,,Havard Rugland,havard rugland,PK,FA,1984-10-07,36.6,2013.0,,,,,74.0,240.0,,2025
4965,11345,ae103342-a4f0-4dbd-8c2a-63d9b159d9bd,,00-0029123,7410.0,1253.0,2534819.0,15389.0,26422,,1977124.0,KingMa00,,9083.0,8142,,26422.0,527640.0,14628.0,,Marquette King,marquette king,PN,FA,1988-10-26,32.5,2013.0,,,,MarquetteKing,72.0,195.0,Fort Valley State,2025
4966,11346,5c4ec28a-5393-4073-a71d-df0dad8858c6,11777.0,00-0030572,7793.0,1472.0,2539237.0,15794.0,26635,,1824883.0,HaydDJ00,dj-hayden-1,8879.0,8491,,26635.0,591520.0,15067.0,591520,D.J. Hayden,dj hayden,CB,FA,1990-06-27,32.7,2013.0,1.0,12.0,12.0,_Go_DJ_,71.0,190.0,Missouri,2025
4967,11347,bb7f4f60-57a4-437d-9541-a42abb1d1f53,11778.0,00-0030538,7814.0,1443.0,2539223.0,15831.0,26656,,1727755.0,CyprJo00,jonathan-cyprien-1,8778.0,8450,,26656.0,514198.0,15012.0,,Johnathan Cyprien,johnathan cyprien,S,FA,1990-07-29,31.6,2013.0,2.0,1.0,33.0,J_Cyprien,71.0,211.0,Florida International,2025
4968,11348,2c3ef101-5fa9-41d0-a0b1-32a1d27a1f69,11779.0,00-0030062,7817.0,1518.0,2540288.0,15863.0,26659,,1852913.0,SlayDa00,darius-slay-1,8647.0,8497,,26659.0,604797.0,15127.0,604797,Darius Slay,darius slay,CB,PIT,1991-01-01,34.8,2013.0,2.0,4.0,36.0,_bigplayslay9,72.0,192.0,Mississippi State,2025
4969,11349,ca760cb5-83dd-4415-acc8-ef8b508ba976,11780.0,00-0030421,7833.0,1364.0,2539311.0,15830.0,26675,,1723146.0,CollJa00,jamie-collins-1,8715.0,8499,,26675.0,512963.0,14885.0,512963,Jamie Collins,jamie collins,LB,FA,1990-05-02,33.8,2013.0,2.0,20.0,52.0,KinG_8_JamiE,75.0,255.0,Southern Miss,2025
4970,11350,5486420b-b40c-4e7c-ab47-9d70b1673c3b,11781.0,00-0030566,7838.0,1429.0,2539943.0,15865.0,26680,,1664373.0,SweaDJ00,dj-swearinger-1,8690.0,8455,,26680.0,504330.0,14989.0,504330,D.J. Swearinger,dj swearinger,S,FA,1991-09-01,30.5,2013.0,2.0,25.0,57.0,JungleBoi_Swagg,70.0,205.0,South Carolina,2025
4971,11351,4f5ca039-21f3-4045-9c2e-c0b4d5d564c5,11782.0,00-0030528,7841.0,1540.0,2539653.0,15817.0,26683,,1688633.0,AlfoRo00,,8645.0,8462,,26683.0,468119.0,15177.0,468119,Robert Alford,robert alford,CB,FA,1988-11-01,34.3,2013.0,2.0,28.0,60.0,rockorocky,70.0,186.0,Southeastern Louisiana,2025
4972,11352,35e30557-137c-4802-bf5b-6c5ceaa7b822,,00-0030539,7845.0,1445.0,2539946.0,15840.0,26687,,1689564.0,GratDw00,dwayne-gratz-1,8650.0,8512,,26687.0,465103.0,15014.0,,Dwayne Gratz,dwayne gratz,CB,FA,1990-03-08,31.2,2013.0,3.0,2.0,64.0,DJG24_7,71.0,199.0,Connecticut,2025
4973,11353,e2aeac51-e24f-47db-bbfa-2b6ba91b5139,11784.0,00-0030529,7847.0,1475.0,2539220.0,15859.0,26689,,1695590.0,MoorSi00,sio-moore-1,8721.0,8508,,26689.0,465114.0,15070.0,,Sio Moore,sio moore,LB,FA,1990-05-02,31.0,2013.0,3.0,4.0,66.0,MrOakTown55,73.0,245.0,Connecticut,2025
4974,11354,e2ef7b61-cf9d-47ab-927a-77759412ceb1,,00-0030556,7849.0,1404.0,2539300.0,15854.0,26691,,1701015.0,McFaLe00,leon-mcfadden-1,8649.0,8513,,26691.0,512388.0,14948.0,,Leon McFadden,leon mcfadden,CB,DAL,1990-10-26,30.5,2013.0,3.0,6.0,68.0,,70.0,190.0,San Diego St,2025
4975,11355,829307ad-fb1d-4c7b-b073-3098be9464e7,11786.0,00-0030541,7851.0,1423.0,2539219.0,15881.0,26693,,1725141.0,WrehBl00,blidi-wreh-wilson-1,8646.0,8436,,26693.0,465095.0,14983.0,465095,Blidi Wreh-Wilson,blidi wreh-wilson,CB,FA,1989-12-05,33.2,2013.0,3.0,8.0,70.0,wrehblidi,73.0,190.0,Connecticut,2025
4976,11356,f4ebaa64-aebe-4a32-b11e-f4f47f511770,11787.0,00-0030543,7861.0,1489.0,2540219.0,15874.0,26703,,1705885.0,WilcJ.00,,8888.0,8515,,26703.0,518009.0,15087.0,,J.J. Wilcox,jj wilcox,S,ATL,1991-02-14,30.2,2013.0,3.0,18.0,80.0,TheRealJJWilcox,72.0,212.0,Georgia Southern,2025
4977,11357,b48d3452-0067-4f79-8fd5-8b1adc1bcd36,,00-0030072,7868.0,1756.0,2539292.0,15843.0,26710,,1703048.0,HillJo01,jordan-hill-2,8679.0,8519,,26710.0,514122.0,15773.0,,Jordan Hill,jordan hill,DT,DET,1991-02-08,30.2,2013.0,3.0,25.0,87.0,J_HILL_47,73.0,295.0,Penn State,2025
4978,11358,42cbcd13-4fbc-4cea-905b-85d2c0b0ff55,,00-0030523,7871.0,1459.0,2540291.0,15872.0,26713,,1688630.0,WebsKa00,kayvon-webster-1,8905.0,8522,,26713.0,504268.0,15041.0,,Kayvon Webster,kayvon webster,CB,FA,1991-02-01,30.3,2013.0,3.0,28.0,90.0,kayvonwebster,71.0,190.0,South Florida,2025
4979,11359,a2802951-e573-4e8f-ad31-14b9ae5f8e7c,11790.0,00-0030383,7872.0,1366.0,2541243.0,15842.0,26714,,2057478.0,HarmDu00,duron-harmon-1,8906.0,8523,,26714.0,511863.0,14887.0,511863,Duron Harmon,duron harmon,S,FA,1991-01-24,34.1,2013.0,3.0,29.0,91.0,dharm32,72.0,205.0,Rutgers,2025
4980,11360,7963d8ea-c627-47cb-b46f-a917abb9e9d7,11791.0,00-0030511,7875.0,1383.0,2541302.0,15875.0,26717,,1788852.0,WillBr02,,8678.0,8438,,26717.0,694815.0,14906.0,694815,Brandon Williams,brandon williams,DT,FA,1989-02-21,35.0,2013.0,3.0,32.0,94.0,BrandonW_66,73.0,336.0,Missouri Southern St,2025
4981,11361,4d5777f6-1902-4128-8fe7-5e4cd15475b0,11792.0,00-0028488,6662.0,1351.0,2539269.0,14660.0,26728,,1700569.0,SilvMa00,duke-williams-1,8779.0,8531,,26728.0,512432.0,14870.0,,Duke Williams,duke williams,S,FA,1990-10-15,30.6,2013.0,4.0,8.0,105.0,Duke27_,71.0,201.0,Nevada,2025
4982,11362,ecb0a97f-f70b-4ea7-a741-e1d4e764edfb,11793.0,00-0030412,7893.0,1412.0,2539937.0,15992.0,26734,,1682114.0,ThomSh00,shamarko-thomas-1,8780.0,8536,,26734.0,501862.0,14972.0,,Shamarko Thomas,shamarko thomas,S,FA,1991-02-23,30.2,2013.0,4.0,14.0,111.0,shamarko21ya,69.0,205.0,Syracuse,2025
4983,11363,113045ba-c7e5-4a91-a089-bc1bbcf55008,11794.0,00-0030403,7896.0,1488.0,2539338.0,15939.0,26737,,1707322.0,WebbBW00,,8830.0,8537,,26737.0,507534.0,15086.0,,B.W. Webb,bw webb,CB,FA,1990-05-03,31.0,2013.0,4.0,17.0,114.0,OhGi_3Dawg3,71.0,190.0,William & Mary,2025
4984,11364,b126d858-ade0-4609-9379-bfb034a3d506,,00-0030027,7899.0,1508.0,2539297.0,15889.0,26740,,1724998.0,GreeKh00,khaseem-greene-1,8709.0,8440,,26740.0,464771.0,15114.0,,Khaseem Greene,khaseem greene,LB,DET,1989-02-04,32.3,2013.0,4.0,20.0,117.0,Khas_Greene20,73.0,241.0,Rutgers,2025
4985,11365,dfbf3f25-3c42-484e-8859-16b159c0146c,,00-0030423,7901.0,1501.0,2539667.0,15886.0,26742,,1692675.0,ThomPh00,phillip-thomas-2,8686.0,8540,,26742.0,466116.0,15101.0,,Phillip Thomas,phillip thomas,S,FA,1989-03-01,32.2,2013.0,4.0,22.0,119.0,Phil_Me16,72.0,223.0,Fresno State,2025
4986,11366,51147be7-8172-4033-87ad-8c429dd58b81,,00-0030413,7906.0,,2539671.0,15953.0,,,1665334.0,WillTr02,trevardo-williams-1,8718.0,8544,,26747.0,492823.0,,,Trevardo Williams,trevardo williams,LB,FA,1990-12-31,30.4,2013.0,4.0,27.0,124.0,,73.0,237.0,Connecticut,2025
4987,11367,67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6,11798.0,00-0029892,7912.0,1379.0,2540230.0,16002.0,26753,,1683145.0,JuszKy00,,8930.0,8548,,26753.0,501150.0,14901.0,501150,Kyle Juszczyk,kyle juszczyk,RB,SFO,1991-04-23,34.5,2013.0,4.0,33.0,130.0,JuiceCheck44,73.0,235.0,Harvard,2025
4988,11368,e04051a6-8172-4135-b038-af99fb8cb486,,00-0030080,7918.0,1344.0,2539966.0,15917.0,26759,,1723467.0,WolfEa00,earl-wolff-1,8891.0,8505,,26759.0,463775.0,14861.0,,Earl Wolff,earl wolff,S,JAC,1989-12-15,31.4,2013.0,5.0,3.0,136.0,Ewolff28,71.0,210.0,North Carolina St,2025
4989,11369,21a71d59-6198-4c30-9895-3c5967605397,,00-0030487,7920.0,1599.0,2540199.0,16021.0,26761,,1752364.0,SimoTh00,tharold-simon-1,8648.0,8511,,26761.0,540524.0,15259.0,,Tharold Simon,tharold simon,CB,FA,1991-03-06,30.2,2013.0,5.0,5.0,138.0,t_simon24,75.0,202.0,LSU,2025
4990,11370,7a79a648-4de0-4107-973a-9e7ccc7a3cf3,,00-0030082,7921.0,1438.0,2539944.0,15995.0,26762,,1695507.0,HughMo00,,8866.0,8551,,26762.0,465861.0,15007.0,,Montori Hughes,montori hughes,DT,WAS,1990-08-25,30.7,2013.0,5.0,6.0,139.0,Montori_Hughes,76.0,350.0,Tennessee-Martin,2025
4991,11371,c3028465-9dce-4e8f-9f1b-2da73bce2d14,,00-0030084,7925.0,1350.0,2541309.0,15956.0,26766,,2057629.0,MeekJo01,jonathan-meeks-1,8946.0,8554,,26766.0,506596.0,14869.0,,Jonathan Meeks,jonathan meeks,S,FA,1989-11-08,31.5,2013.0,5.0,10.0,143.0,lucky_lefty5,72.0,209.0,Clemson,2025
4992,11372,22411e80-4355-491b-8359-f02e2c3b18d1,,,,1483.0,2540207.0,15883.0,26768,,1679915.0,WillSt02,steve-williams-1,7725.0,8555,,26768.0,498150.0,15080.0,,Steve Williams,steve williams,CB,FA,1991-03-07,30.2,2013.0,5.0,12.0,145.0,,70.0,185.0,California,2025
4993,11373,2efa19c5-c59b-4b45-be85-6a724dc9e191,,00-0030086,7928.0,1458.0,2539337.0,15997.0,26769,,1688453.0,SmitQu00,,8741.0,8556,,26769.0,505770.0,15040.0,,Quanterus Smith,quanterus smith,DE,JAC,1989-11-26,31.4,2013.0,5.0,13.0,146.0,,77.0,255.0,Western Kentucky,2025
4994,11374,c639a18a-ee1a-46ed-8707-580711fa33db,11805.0,00-0030387,7929.0,1561.0,2541310.0,15936.0,26770,,2057662.0,MeanSt00,steven-means-1,8974.0,8557,,26770.0,466334.0,15203.0,466334,Steven Means,steven means,DE,FA,1989-12-05,34.2,2013.0,5.0,14.0,147.0,,75.0,263.0,Buffalo,2025
4995,11375,9342eba6-e307-4c55-a0f7-993518dd4415,11806.0,00-0030463,7930.0,1547.0,2539982.0,15964.0,26771,,1665140.0,KleiAJ00,aj-klein-1,8942.0,8558,,26771.0,511218.0,15186.0,511218,A.J. Klein,aj klein,LB,FA,1991-07-30,33.6,2013.0,5.0,15.0,148.0,AJKlein47,73.0,240.0,Iowa State,2025
4996,11376,244c313a-5a45-4d95-9817-bd9fef8889e7,,00-0030535,7931.0,1571.0,2539989.0,15949.0,26772,,1664265.0,McGeBr00,brandon-mcgee-1,8973.0,8559,,26772.0,495195.0,15219.0,,Brandon McGee,brandon mcgee,CB,DAL,1990-12-11,30.4,2013.0,5.0,16.0,149.0,B_McGee32,71.0,193.0,Miami (FL),2025
4997,11377,8d22b8ae-1dbc-4aff-a99b-7896fd47e2f1,,,,,,15950.0,,,1664261.0,HawtTe00,terry-hawthorne-1,8818.0,8560,,26773.0,508569.0,,,Terry Hawthorne,terry hawthorne,CB,FA,1990-01-01,31.3,2013.0,5.0,17.0,150.0,,72.0,195.0,Illinois,2025
4998,11378,bea4b40e-a963-4e48-97b1-8e3ac61c0624,,00-0030087,7934.0,1497.0,2540317.0,15895.0,26775,,2057659.0,TaylCo01,,8920.0,8561,,26775.0,447474.0,15095.0,,Cooper Taylor,cooper taylor,S,FA,1990-04-14,31.1,2013.0,5.0,19.0,152.0,CoopTaylor30,76.0,228.0,Richmond,2025
4999,11379,e6166069-6d2c-4121-9988-bc7b533e1558,,00-0030405,7937.0,1533.0,2540237.0,15926.0,26778,,1631955.0,LockJe00,jeff-locke-1,8985.0,8564,,26778.0,461708.0,15148.0,,Jeff Locke,jeff locke,PN,FA,1989-09-27,31.6,2013.0,5.0,22.0,155.0,jefflocke18,72.0,195.0,UCLA,2025
5000,11380,2d915e15-6716-436d-b5fa-6b77d28b0982,11811.0,00-0030088,7939.0,1585.0,2539960.0,16028.0,26780,,1824782.0,DialQu00,quinton-dial-1,8944.0,8566,,26780.0,593209.0,15236.0,,Quinton Dial,quinton dial,DT,FA,1990-07-21,30.8,2013.0,5.0,24.0,157.0,BigQD90,77.0,318.0,Alabama,2025
5001,11381,16c67c97-ffd9-4f92-917d-ad6124ce1f6e,11812.0,00-0030089,7940.0,1603.0,2541199.0,16121.0,26781,,2057661.0,WillLu00,luke-willson-1,8907.0,8567,,26781.0,466869.0,15263.0,466869,Luke Willson,luke willson,TE,FA,1990-01-15,32.1,2013.0,5.0,25.0,158.0,LWillson_82,77.0,255.0,Rice,2025
5002,11382,e030ef2b-1dcc-4c66-b8de-0016ca0d52d2,11813.0,00-0030090,7941.0,1525.0,2539240.0,15960.0,26782,,1691258.0,HydeMi00,micah-hyde-1,8892.0,8568,,26782.0,508611.0,15136.0,508611,Micah Hyde,micah hyde,S,FA,1990-12-31,34.8,2013.0,5.0,26.0,159.0,micah_hyde,72.0,197.0,Iowa,2025
5003,11383,80b403da-381f-467e-883b-5b83ac02aac3,,00-0030092,7947.0,1516.0,2541311.0,15928.0,26788,,2057657.0,MartSa01,,9022.0,8572,,26788.0,464237.0,15125.0,464237,Sam Martin,sam martin,PN,CAR,1990-02-27,35.6,2013.0,5.0,32.0,165.0,SamMartin_6,73.0,205.0,Appalachian State,2025
5004,11384,596c4000-ede5-45b0-8336-33efeb686d2b,11815.0,00-0030390,7948.0,1358.0,2539637.0,15918.0,26789,,1620544.0,SturCa00,caleb-sturgis-1,8898.0,8573,,26789.0,450957.0,14877.0,,Caleb Sturgis,caleb sturgis,PK,FA,1989-08-09,31.7,2013.0,5.0,33.0,166.0,CalebSturgis1,69.0,192.0,Florida,2025
5005,11385,89431b6e-4364-4584-aaf0-86e2e0a6f062,,00-0030093,7949.0,1523.0,2539263.0,15989.0,26790,,1664359.0,BoydJo00,josh-boyd-1,8683.0,8574,,26790.0,512217.0,15133.0,,Josh Boyd,josh boyd,DE,FA,1989-08-03,31.8,2013.0,5.0,34.0,167.0,,75.0,293.0,Mississippi St,2025
5006,11386,10873cf9-79e4-4763-9edc-453291de8cfc,,00-0030444,7956.0,,2539278.0,15938.0,,,1633123.0,SlauJa00,jamoris-slaughter-1,8893.0,8580,,26798.0,469474.0,,,Jamoris Slaughter,jamoris slaughter,S,FA,1989-12-22,31.4,2013.0,6.0,7.0,175.0,,72.0,195.0,Notre Dame,2025
5007,11387,058c99fc-470c-4579-a165-03e043335cc1,11818.0,00-0030098,7958.0,1348.0,2539227.0,15965.0,26800,,1664151.0,HopkDu00,dustin-hopkins-1,8896.0,8581,,26800.0,509358.0,14867.0,509358,Dustin Hopkins,dustin hopkins,PK,FA,1990-10-01,35.0,2013.0,6.0,9.0,177.0,Dahop5,74.0,210.0,Florida State,2025
5008,11388,8fe38ace-76c6-41c2-9704-c61b318de923,,00-0030286,7960.0,1484.0,2539934.0,16000.0,26802,,1704209.0,WillTo00,tourek-williams-1,8971.0,8583,,26802.0,514227.0,15081.0,,Tourek Williams,tourek williams,LB,FA,1991-06-09,29.9,2013.0,6.0,11.0,179.0,TourekWilliams,76.0,262.0,Florida International,2025
