,mfl_id,sportradar_id,fantasypros_id,gsis_id,pff_id,sleeper_id,nfl_id,espn_id,yahoo_id,fleaflicker_id,cbs_id,pfr_id,cfbref_id,rotowire_id,rotoworld_id,ktc_id,stats_id,stats_global_id,fantasy_data_id,swish_id,name,merge_name,position,team,birthdate,age,draft_year,draft_round,draft_pick,draft_ovr,twitter_username,height,weight,college,db_season,cleaned_name,match_key,mapped_ids
9623,2709,,,,,,,,,,,WillSt00,stepfret-williams-1,1727.0,,,,0.0,,,Stepfret Williams,stepfret williams,WR,FA,1973-06-14,47.9,1996.0,3.0,33.0,94.0,,72.0,170.0,Northeast Louisiana,2025,Stepfret Williams,Stepfret Williams_<NA>,
9626,2713,,,,,,,,,,,LewiJe01,,192.0,,,,0.0,,,Jeff Lewis,jeff lewis,QB,FA,1973-04-17,48.1,1996.0,4.0,5.0,100.0,,74.0,211.0,Northern Arizona,2025,Jeff Lewis,Jeff Lewis_<NA>,
9635,2726,,,,,,,,,,,MilnBr00,brian-milne-1,138.0,,,,0.0,,,Brian Milne,brian milne,RB,FA,1973-01-07,48.3,1996.0,4.0,20.0,115.0,,75.0,254.0,Penn State,2025,Brian Milne,Brian Milne_<NA>,
9658,2763,,,,,,,,,,,,,,,,,0.0,,,Iheani Uwaezuoke,iheani uwaezuoke,WR,FA,1973-07-24,47.8,1996.0,5.0,28.0,,,74.0,198.0,California,2025,Iheani Uwaezuoke,Iheani Uwaezuoke_<NA>,
9670,2790,,,,,,,,,,,,,,,,,0.0,,,Chad Fann,chad fann,TE,SFO,1972-11-09,48.5,1996.0,6.0,24.0,,,79.0,305.0,Penn State,2025,Chad Fann,Chad Fann_<NA>,
9677,2810,,,,,,,,,,,PurnLo00,lovett-purnell-1,,,,,0.0,,,Lovett Purnell,lovett purnell,TE,FA,1972-04-07,49.1,1996.0,7.0,7.0,216.0,,75.0,245.0,West Virginia,2025,Lovett Purnell,Lovett Purnell_<NA>,
9686,2838,,,,,,,,,,,,,,,,,0.0,,,Christian Fauria,christian fauria,TE,SEA,1973-02-01,48.3,1996.0,7.0,44.0,,,72.0,194.0,South Carolina St,2025,Christian Fauria,Christian Fauria_<NA>,
9693,3160,,,,,,,,,,,GoodHu00,,384.0,,,,0.0,,,Hunter Goodwin,hunter goodwin,TE,FA,1972-10-10,48.6,1996.0,4.0,2.0,97.0,,,273.0,Texas A&M,2025,Hunter Goodwin,Hunter Goodwin_<NA>,
9704,1754,,,,,,,,,,,CartKi00,ki-jana-carter-1,154.0,,,,0.0,,,Ki-jana Carter,ki-jana carter,RB,FA,1973-09-12,47.7,1995.0,1.0,1.0,1.0,,70.0,222.0,Penn State,2025,Ki-jana Carter,Ki-jana Carter_<NA>,
9709,1759,,,,,,,,,,,CaseSt00,stoney-case-1,,,,,0.0,,,Stoney Case,stoney case,QB,FA,1972-07-07,48.8,1995.0,3.0,16.0,80.0,,75.0,201.0,New Mexico,2025,Stoney Case,Stoney Case_<NA>,
9710,1760,,,,,,,,,,,ZeieEr00,eric-zeier-1,55.0,,,,0.0,,,Eric Zeier,eric zeier,QB,FA,1972-09-06,48.7,1995.0,3.0,20.0,84.0,,73.0,205.0,Georgia,2025,Eric Zeier,Eric Zeier_<NA>,
9712,1764,,,,,,,,,,,StenSt00,steve-stenstrom-1,,,,,0.0,,,Steve Stenstrom,steve stenstrom,QB,FA,1971-12-23,49.4,1995.0,4.0,36.0,134.0,,74.0,202.0,Stanford,2025,Steve Stenstrom,Steve Stenstrom_<NA>,
9713,1767,,,,,,,,,,,WhelCr00,craig-whelihan-1,,,,,0.0,,,Craig Whelihan,craig whelihan,QB,FA,1971-04-15,50.1,1995.0,6.0,26.0,197.0,,77.0,220.0,,2025,Craig Whelihan,Craig Whelihan_<NA>,
9714,1769,,,,,,,,,,,WheaTy00,tyrone-wheatley-1,452.0,,,,0.0,,,Tyrone Wheatley,tyrone wheatley,RB,FA,1972-01-19,49.3,1995.0,1.0,17.0,17.0,,72.0,230.0,Michigan,2025,Tyrone Wheatley,Tyrone Wheatley_<NA>,
9715,1770,,,,,,,,,,,KaufNa00,napoleon-kaufman-1,491.0,,,,0.0,,,Napoleon Kaufman,napoleon kaufman,RB,FA,1973-06-07,47.9,1995.0,1.0,18.0,18.0,napoleonkaufman,69.0,185.0,Washington,2025,Napoleon Kaufman,Napoleon Kaufman_<NA>,
9716,1772,,,,,,,,,,,StewJa00,james-stewart-3,,,,,0.0,,,James Stewart,james stewart,RB,FA,1971-12-27,49.4,1995.0,1.0,19.0,19.0,,73.0,224.0,Tennessee,2025,James Stewart,James Stewart_<NA>,
9717,1773,,,,,,,,,,,SalaRa00,rashaan-salaam-1,128.0,,,,0.0,,,Rashaan Salaam,rashaan salaam,RB,FA,1974-10-08,46.6,1995.0,1.0,21.0,21.0,,73.0,224.0,Colorado,2025,Rashaan Salaam,Rashaan Salaam_<NA>,
9718,1774,,,,,,,,,,,ZellRa00,ray-zellars-1,,,,,0.0,,,Ray Zellars,ray zellars,RB,FA,1973-03-25,48.1,1995.0,2.0,12.0,44.0,,71.0,233.0,Notre Dame,2025,Ray Zellars,Ray Zellars_<NA>,
9719,1775,,,,,,,,,,,WillSh00,sherman-williams-2,175.0,,,,0.0,,,Sherman Williams,sherman williams,RB,FA,1973-08-13,47.7,1995.0,2.0,14.0,46.0,,68.0,202.0,Alabama,2025,Sherman Williams,Sherman Williams_<NA>,
9720,1776,,,,,,,,,,,FletTe00,terrell-fletcher-1,568.0,,,,0.0,,,Terrell Fletcher,terrell fletcher,RB,FA,1973-09-14,47.6,1995.0,2.0,19.0,51.0,,68.0,196.0,Wisconsin,2025,Terrell Fletcher,Terrell Fletcher_<NA>,
9724,1781,,,,,,,,,,,ThomRo00,rodney-thomas-2,272.0,,,,0.0,,,Rodney Thomas,rodney thomas,RB,FA,1973-03-30,48.1,1995.0,3.0,25.0,89.0,,70.0,213.0,Texas A&M,2025,Rodney Thomas,Rodney Thomas_<NA>,
9726,1783,,,,,,,,,,,HaydAa00,aaron-hayden-1,548.0,,,,0.0,,,Aaron Hayden,aaron hayden,RB,FA,1973-04-13,48.1,1995.0,4.0,6.0,104.0,,72.0,216.0,Tennessee,2025,Aaron Hayden,Aaron Hayden_<NA>,
9730,1789,,,,,,,,,,,DaviTe00,terrell-davis-1,200.0,1949.0,,,0.0,,,Terrell Davis,terrell davis,RB,FA,1972-10-28,48.5,1995.0,6.0,25.0,196.0,Terrell_Davis,,210.0,Georgia,2025,Terrell Davis,Terrell Davis_<NA>,
9732,1793,,,,,,,,,,,HolmDa00,,69.0,,,,0.0,,,Darick Holmes,darick holmes,RB,FA,1971-07-01,49.9,1995.0,7.0,36.0,244.0,,72.0,226.0,Portland State,2025,Darick Holmes,Darick Holmes_<NA>,
9733,1794,,,,,,,,,,,WestMi00,michael-westbrook-1,683.0,,,,0.0,,,Michael Westbrook,michael westbrook,WR,FA,1972-07-07,48.8,1995.0,1.0,4.0,4.0,,75.0,220.0,Colorado,2025,Michael Westbrook,Michael Westbrook_<NA>,
9737,1799,,,,,,,,,,,SandCh00,chris-sanders-1,262.0,,,,0.0,,,Chris Sanders,chris sanders,WR,FA,1972-05-08,49.0,1995.0,3.0,3.0,67.0,,73.0,180.0,Ohio State,2025,Chris Sanders,Chris Sanders_<NA>,
9738,1800,,,,,,,,,,,,,,,,,0.0,,,Chris t. Jones,chris t jones,WR,FA,1971-08-07,49.8,1995.0,3.0,14.0,,,,209.0,Miami (Fla.),2025,Chris t. Jones,Chris t. Jones_<NA>,
9739,1801,,,,,,,,,,,VanoTa00,tamarick-vanover-1,343.0,,,,0.0,,,Tamarick Vanover,tamarick vanover,WR,FA,1974-02-25,47.2,1995.0,3.0,17.0,81.0,,71.0,218.0,Florida State,2025,Tamarick Vanover,Tamarick Vanover_<NA>,
9741,1803,,,,,,,,,,,DaviTy00,tyrone-davis-1,869.0,,,,0.0,,,Tyrone Davis,tyrone davis,TE,FA,1972-06-30,48.9,1995.0,4.0,9.0,107.0,,76.0,245.0,Virginia,2025,Tyrone Davis,Tyrone Davis_<NA>,
9751,1824,,,,,,,,,,,,,,,,,0.0,,,Cecil Collins,cecil collins,RB,FA,,,1995.0,7.0,38.0,,,,,,2025,Cecil Collins,Cecil Collins_<NA>,
9756,1830,,,,,,,,,,,SloaDa00,david-sloan-2,212.0,,,,0.0,,,David Sloan,david sloan,TE,FA,1972-06-08,48.9,1995.0,3.0,6.0,70.0,,78.0,254.0,New Mexico,2025,David Sloan,David Sloan_<NA>,
9757,1831,,,,,,,,,,,RoanMi00,mike-roan-1,270.0,,,,0.0,,,Michael Roan,michael roan,TE,FA,1972-08-29,48.7,1995.0,4.0,3.0,101.0,,75.0,242.0,Wisconsin,2025,Michael Roan,Michael Roan_<NA>,
9758,1833,,,,,,,,,,,MitcPe00,pete-mitchell-1,315.0,,,,0.0,,,Pete Mitchell,pete mitchell,TE,FA,1971-10-09,49.6,1995.0,4.0,24.0,122.0,,74.0,238.0,Boston College,2025,Pete Mitchell,Pete Mitchell_<NA>,
9760,1836,,,,,,,,,,,,,,,,,0.0,,,Leroy Collins,leroy collins,RB,FA,1971-08-20,49.7,1995.0,6.0,15.0,,,76.0,258.0,Navy,2025,Leroy Collins,Leroy Collins_<NA>,
9812,2196,,,,,,,,,,,,,,,,,0.0,,,Regiald Davis,regiald davis,TE,SDC,1972-06-10,48.9,1995.0,7.0,3.0,,,70.0,209.0,Miami (Fla.),2025,Regiald Davis,Regiald Davis_<NA>,
9813,2208,,,,,,,,,,,,,1991.0,,,,0.0,,,Stephen Davis,stephen davis,RB,WAS,1972-09-16,48.6,1995.0,7.0,10.0,,,76.0,245.0,Air Force,2025,Stephen Davis,Stephen Davis_<NA>,
9829,2844,,,,,,,,,,,,,696.0,,,,0.0,,,Brett Favre,brett favre,QB,GBP,1973-07-01,47.9,1995.0,,,,,74.0,221.0,Oklahoma,2025,Brett Favre,Brett Favre_<NA>,
9830,2876,,,,,,,,,,,,,705.0,,,,0.0,,,Jeff Brohm,jeff brohm,QB,FA,1971-04-24,50.0,1995.0,,,,,73.0,205.0,Louisville,2025,Jeff Brohm,Jeff Brohm_<NA>,
9850,1051,,,,,,,,,,,BennDo00,donnell-bennett-1,,,,,0.0,,,Donnell Bennett,donnell bennett,RB,FA,1972-09-14,48.6,1994.0,2.0,29.0,58.0,,72.0,232.0,Miami (Fla.),2025,Donnell Bennett,Donnell Bennett_<NA>,
9851,1059,,,,,,,,,,,BishHa00,harold-bishop-1,,,,,0.0,,,Harold Bishop,harold bishop,TE,FA,1970-04-08,51.1,1994.0,3.0,4.0,69.0,,76.0,250.0,LSU,2025,Harold Bishop,Harold Bishop_<NA>,
9859,1186,,,,,,,,,,,DownGa00,gary-downs-1,34.0,,,,0.0,,,Gary Downs,gary downs,RB,FA,1971-06-28,49.9,1994.0,3.0,30.0,95.0,,72.0,212.0,North Carolina State,2025,Gary Downs,Gary Downs_<NA>,
9862,1218,,,,,,,,,,,,,,,,,0.0,,,Mark Brunell,mark brunell,QB,JAC,1971-03-19,50.1,1994.0,3.0,22.0,,,73.0,207.0,Tennessee,2025,Mark Brunell,Mark Brunell_<NA>,
9863,1220,,,,,,,,,,,FloyWi00,william-floyd-1,614.0,,,,0.0,,,William Floyd,william floyd,RB,FA,1972-02-17,49.2,1994.0,1.0,28.0,28.0,,73.0,242.0,Florida State,2025,William Floyd,William Floyd_<NA>,
9864,1221,,,,,,,,,,,FoleGl00,glenn-foley-1,,,,,0.0,,,Glenn Foley,glenn foley,QB,FA,1970-10-10,50.6,1994.0,7.0,14.0,208.0,,74.0,205.0,Boston College,2025,Glenn Foley,Glenn Foley_<NA>,
9870,1305,,,,,,,,,,,HillGr00,greg-hill-4,330.0,,,,0.0,,,Greg Hill,greg hill,RB,FA,1972-02-23,49.2,1994.0,1.0,25.0,25.0,,71.0,207.0,Texas A&M,2025,Greg Hill,Greg Hill_<NA>,
9877,1414,,,,,,,,,,,LevyCh00,chuck-levy-1,,,,,0.0,,,Chuck Levy,chuck levy,RB,FA,1972-01-07,49.3,1994.0,2.0,9.0,38.0,,72.0,197.0,Arizona,2025,Chuck Levy,Chuck Levy_<NA>,
9878,1421,,,,,,,,,,,LewiTh00,thomas-lewis-1,,,,,0.0,,,Thomas Lewis,thomas lewis,WR,FA,1972-01-10,49.3,1994.0,1.0,24.0,24.0,,73.0,185.0,Indiana,2025,Thomas Lewis,Thomas Lewis_<NA>,
9880,1474,,,,,,,,,,,MickTe00,,,,,,0.0,,,Terry Mickens,terry mickens,WR,FA,1971-02-21,50.2,1994.0,5.0,15.0,146.0,,72.0,203.0,Florida A&M,2025,Terry Mickens,Terry Mickens_<NA>,
9886,1565,,,,,,,,,,,RhetEr00,errict-rhett-1,649.0,,,,0.0,,,Errict Rhett,errict rhett,RB,FA,1970-12-11,50.4,1994.0,2.0,5.0,34.0,,71.0,210.0,Florida,2025,Errict Rhett,Errict Rhett_<NA>,
9887,1597,,,,,,,,,,,SchrBi00,,864.0,,,,0.0,,,Bill Schroeder,bill schroeder,WR,FA,1971-01-09,50.3,1994.0,6.0,20.0,181.0,,74.0,200.0,,2025,Bill Schroeder,Bill Schroeder_<NA>,
9889,1626,,,,,,,,,,,SmitLa00,lamar-smith-2,778.0,,,,0.0,,,Lamar Smith,lamar smith,RB,FA,1970-11-29,50.4,1994.0,3.0,8.0,73.0,,71.0,230.0,Houston,2025,Lamar Smith,Lamar Smith_<NA>,
9890,1709,,,,,,,,,,,WarrLa00,lamont-warren-1,289.0,,,,0.0,,,Lamont Warren,lamont warren,RB,FA,1973-01-04,48.3,1994.0,6.0,3.0,164.0,,71.0,194.0,Colorado,2025,Lamont Warren,Lamont Warren_<NA>,
9973,1145,,,,,,,,,,,ConwCu00,curtis-conway-1,115.0,,,,0.0,,,Curtis Conway,curtis conway,WR,FA,1971-01-13,50.3,1993.0,1.0,7.0,7.0,,72.0,193.0,Southern California,2025,Curtis Conway,Curtis Conway_<NA>,
9974,1148,,,,,,,,,,,CopeHo00,horace-copeland-1,650.0,,,,0.0,,,Horace Copeland,horace copeland,WR,FA,1971-01-01,50.3,1993.0,4.0,20.0,104.0,,74.0,195.0,Miami (Fla.),2025,Horace Copeland,Horace Copeland_<NA>,
9978,1206,,,,,,,,,,,,,,,,,0.0,,,Isaac Bruce,isaac bruce,WR,STL,1970-08-10,50.7,1993.0,6.0,17.0,,,77.0,259.0,Miami (Fla.),2025,Isaac Bruce,Isaac Bruce_<NA>,
9979,1243,,,,,,,,,,,GednCh00,chris-gedney-1,,,,,0.0,,,Chris Gedney,chris gedney,TE,FA,1970-08-09,50.7,1993.0,3.0,5.0,61.0,,77.0,250.0,Syracuse,2025,Chris Gedney,Chris Gedney_<NA>,
9982,1270,,,,,,,,,,,,,876.0,,,,0.0,,,Eric Guliford,eric guliford,WR,FA,,,1993.0,,,,,68.0,165.0,Arizona State,2025,Eric Guliford,Eric Guliford_<NA>,
9984,1288,,,,,,,,,,,HastAn00,andre-hastings-1,846.0,,,,0.0,,,Andre Hastings,andre hastings,WR,FA,1970-11-07,50.5,1993.0,3.0,20.0,76.0,,72.0,190.0,Georgia,2025,Andre Hastings,Andre Hastings_<NA>,
9985,1294,,,,,,,,,,,HearGa00,garrison-hearst-1,600.0,,,,0.0,,,Garrison Hearst,garrison hearst,RB,FA,1971-01-04,50.3,1993.0,1.0,3.0,3.0,,71.0,215.0,Georgia,2025,Garrison Hearst,Garrison Hearst_<NA>,
9986,1314,,,,,,,,,,,HobeBi00,billy-joe-hobert-1,66.0,,,,0.0,,,Billy joe Hobert,billy joe hobert,QB,FA,1971-01-08,50.3,1993.0,3.0,2.0,58.0,,75.0,230.0,Washington,2025,Billy joe Hobert,Billy joe Hobert_<NA>,
9989,1389,,,,,,,,,,,KirbTe00,terry-kirby-1,612.0,,,,0.0,,,Terry Kirby,terry kirby,RB,FA,1970-01-20,51.3,1993.0,3.0,22.0,78.0,,73.0,219.0,Virginia,2025,Terry Kirby,Terry Kirby_<NA>,
9990,1457,,,,,,,,,,,McDuO.00,oj-mcduffie-1,4.0,,,,0.0,,,O.J. McDuffie,oj mcduffie,WR,FA,,,1993.0,1.0,25.0,25.0,,70.0,185.0,Penn State,2025,O.J. McDuffie,O.J. McDuffie_<NA>,
9991,1459,,,,,,,,,,,McGeTo00,tony-mcgee-1,158.0,,,,0.0,,,Tony McGee,tony mcgee,TE,FA,1971-04-21,50.0,1993.0,2.0,8.0,37.0,,75.0,246.0,Michigan,2025,Tony McGee,Tony McGee_<NA>,
9992,1469,,,,,,,,,,,MeanNa00,natrone-means-1,314.0,,,,0.0,,,Natrone Means,natrone means,RB,FA,1972-04-26,49.0,1993.0,2.0,12.0,41.0,,70.0,245.0,North Carolina,2025,Natrone Means,Natrone Means_<NA>,
9993,1476,,,,,,,,,,,MilbGl00,glyn-milburn-1,,,,,0.0,,,Glyn Milburn,glyn milburn,RB,FA,1971-02-19,50.2,1993.0,2.0,14.0,43.0,,68.0,177.0,Stanford,2025,Glyn Milburn,Glyn Milburn_<NA>,
9994,1487,,,,,,,,,,,MireRi00,rick-mirer-1,129.0,,,,0.0,,,Rick Mirer,rick mirer,QB,FA,1970-03-03,51.2,1993.0,1.0,2.0,2.0,,,216.0,Notre Dame,2025,Rick Mirer,Rick Mirer_<NA>,
9995,1501,,,,,,,,,,,MoorRo01,,639.0,,,,0.0,,,Ronald Moore,ronald moore,RB,FA,1970-01-26,51.3,1993.0,4.0,3.0,87.0,,70.0,220.0,,2025,Ronald Moore,Ronald Moore_<NA>,
9998,1539,,,,,,,,,,,pelfrdou01,doug-pelfrey-1,143.0,,,,0.0,,,Doug Pelfrey,doug pelfrey,PK,FA,1970-09-25,50.6,1993.0,8.0,6.0,202.0,,71.0,185.0,Kentucky,2025,Doug Pelfrey,Doug Pelfrey_<NA>,
10000,1607,,,,,,,,,,,ShedKe00,,487.0,,,,0.0,,,Kenny Shedd,kenny shedd,WR,FA,1971-02-14,50.2,1993.0,5.0,17.0,129.0,,69.0,171.0,Northern Iowa,2025,Kenny Shedd,Kenny Shedd_<NA>,
10002,1628,,,,,,,,,,,SmitRo00,robert-smith-6,,,,,602110.0,,,Robert Smith,robert smith,RB,FA,1972-03-04,49.2,1993.0,1.0,21.0,21.0,,70.0,210.0,Ohio State,2025,Robert Smith,Robert Smith_<NA>,
10004,1658,,,,,,,,,,,ThomLa00,lamar-thomas-1,,,,,0.0,,,Lamar Thomas,lamar thomas,WR,FA,1970-02-12,51.2,1993.0,3.0,4.0,60.0,,73.0,170.0,Miami (Fla.),2025,Lamar Thomas,Lamar Thomas_<NA>,
10006,1715,,,,,,,,,,,,,131.0,,,,0.0,,,Ryan Wetnight,ryan wetnight,TE,FA,1970-11-05,50.5,1993.0,,,,,74.0,235.0,Stanford,2025,Ryan Wetnight,Ryan Wetnight_<NA>,
10008,1726,,,,,,,,,,,WillKe00,kevin-williams-4,,,,,0.0,,,Kevin Williams,kevin williams,WR,FA,1971-01-25,50.3,1993.0,2.0,17.0,46.0,,69.0,195.0,Miami (Fla.),2025,Kevin Williams,Kevin Williams_<NA>,
10009,1747,,,,,,,,,,,WychFr00,frank-wycheck-1,267.0,,,,0.0,,,Frank Wycheck,frank wycheck,TE,FA,1971-10-14,49.6,1993.0,6.0,20.0,160.0,,75.0,235.0,Maryland,2025,Frank Wycheck,Frank Wycheck_<NA>,
10010,1848,,,,,,,,,,,StabBr00,brian-stablein-1,,,,,0.0,,,Brian Stablein,brian stablein,WR,FA,1970-04-14,51.1,1993.0,8.0,14.0,210.0,,73.0,191.0,Ohio State,2025,Brian Stablein,Brian Stablein_<NA>,
10054,2484,,,,,,,,,,,,,,,,,0.0,,,Rueben Droughns,rueben droughns,RB,DET,1970-06-14,50.9,1993.0,,,,,71.0,178.0,Northern Iowa,2025,Rueben Droughns,Rueben Droughns_<NA>,
10069,2868,,,,,,,,,,,,,,,,,0.0,,,Jay Fiedler,jay fiedler,QB,MIA,1970-12-06,50.4,1993.0,,,,,74.0,219.0,Stanford,2025,Jay Fiedler,Jay Fiedler_<NA>,
10070,2900,,,,,,,,,,,,,,,,,0.0,,,Alex Vanpelt,alex vanpelt,QB,FA,1970-05-01,51.0,1993.0,8.0,20.0,,,72.0,220.0,Pittsburgh,2025,Alex Vanpelt,Alex Vanpelt_<NA>,
10089,1052,,,,,,,,,,,BennEd00,edgar-bennett-1,242.0,,,,0.0,,,Edgar Bennett,edgar bennett,RB,FA,,,1992.0,4.0,19.0,103.0,,72.0,216.0,Florida State,2025,Edgar Bennett,Edgar Bennett_<NA>,
10091,1083,,,,,,,,,,,BrooRo00,robert-brooks-1,253.0,,,,0.0,,,Robert Brooks,robert brooks,WR,FA,1970-06-23,50.9,1992.0,3.0,6.0,62.0,,72.0,174.0,South Carolina,2025,Robert Brooks,Robert Brooks_<NA>,
10098,1207,,,,,,,,,,,,,,,,,0.0,,,Chuck Evans,chuck evans,RB,FA,,,1992.0,11.0,15.0,,,73.0,226.0,,2025,Chuck Evans,Chuck Evans_<NA>,
10101,1254,,,,,,,,,,,GrahKe00,kent-graham-1,15.0,,,,0.0,,,Kent Graham,kent graham,QB,FA,,,1992.0,8.0,15.0,211.0,,77.0,220.0,Ohio State,2025,Kent Graham,Kent Graham_<NA>,
10103,1289,,,,,,,,,,,HawkCo00,courtney-hawkins-1,,,,,0.0,,,Courtney Hawkins,courtney hawkins,WR,FA,,,1992.0,2.0,16.0,44.0,,69.0,180.0,Michigan State,2025,Courtney Hawkins,Courtney Hawkins_<NA>,
10106,1407,,,,,,,,,,,LeexAm00,amp-lee-1,867.0,,,,0.0,,,Amp Lee,amp lee,RB,FA,1971-10-01,49.6,1992.0,2.0,17.0,45.0,,71.0,200.0,Florida State,2025,Amp Lee,Amp Lee_<NA>,
10107,1412,,,,,,,,,,,LestTi00,,546.0,,,,0.0,,,Tim Lester,tim lester,RB,FA,,,1992.0,10.0,3.0,255.0,,70.0,238.0,Eastern Kentucky,2025,Tim Lester,Tim Lester_<NA>,
10109,1440,,,,,,,,,,,,,,,,,0.0,,,John Carney,john carney,PK,FA,,,1992.0,,,,,71.0,174.0,Georgia,2025,John Carney,John Carney_<NA>,
10110,1490,,,,,,,,,,,MitcJo00,johnny-mitchell-2,1203.0,,,,0.0,,,Johnny Mitchell,johnny mitchell,TE,FA,1971-01-20,50.3,1992.0,1.0,15.0,15.0,,75.0,237.0,Nebraska,2025,Johnny Mitchell,Johnny Mitchell_<NA>,
10112,1546,,,,,,,,,,,PickCa00,carl-pickens-1,,,,,0.0,,,Carl Pickens,carl pickens,WR,FA,1970-03-23,51.1,1992.0,2.0,3.0,31.0,,74.0,206.0,Tennessee,2025,Carl Pickens,Carl Pickens_<NA>,
10113,1547,,,,,,,,,,,PierAa00,aaron-pierce-1,,,,,0.0,,,Aaron Pierce,aaron pierce,TE,FA,,,1992.0,3.0,13.0,69.0,,77.0,246.0,Washington,2025,Aaron Pierce,Aaron Pierce_<NA>,
10114,1619,,,,,,,,,,,SmalTo00,,767.0,,,,0.0,,,Torrance Small,torrance small,WR,FA,1970-09-06,50.7,1992.0,5.0,26.0,138.0,,,201.0,Alcorn State,2025,Torrance Small,Torrance Small_<NA>,
10118,1712,,,,,,,,,,,WeldCa00,casey-weldon-1,737.0,,,,0.0,,,Casey Weldon,casey weldon,QB,FA,,,1992.0,4.0,18.0,102.0,,,206.0,Florida State,2025,Casey Weldon,Casey Weldon_<NA>,
10119,1855,,,,,,,,,,,WalsCh00,chris-walsh-1,375.0,,,,0.0,,,Chris Walsh,chris walsh,WR,FA,,,1992.0,9.0,27.0,251.0,,73.0,185.0,Stanford,2025,Chris Walsh,Chris Walsh_<NA>,
10197,4429,,,,,,,,,,,,,,,,,0.0,,,MarTay Jenkins,martay jenkins,WR,ARI,,,1992.0,9.0,24.0,,,,,,2025,MarTay Jenkins,MarTay Jenkins_<NA>,
10211,1136,,,,,,,,,,,CoatBe00,,,,,,0.0,,,Ben Coates,ben coates,TE,FA,,,1991.0,5.0,13.0,124.0,,76.0,245.0,,2025,Ben Coates,Ben Coates_<NA>,
10212,1154,,,,,,,,,,,CravAa00,aaron-craver-1,549.0,,,,0.0,,,Aaron Craver,aaron craver,RB,FA,,,1991.0,3.0,5.0,60.0,,72.0,220.0,Fresno State,2025,Aaron Craver,Aaron Craver_<NA>,
10216,1250,,,,,,,,,,,GlovAn00,,,,,,0.0,,,Andrew Glover,andrew glover,TE,FA,,,1991.0,10.0,24.0,274.0,,78.0,245.0,Grambling,2025,Andrew Glover,Andrew Glover_<NA>,
10217,1253,,,,,,,,,,,GrahJe00,jeff-graham-2,457.0,,,,0.0,,,Jeff Graham,jeff graham,WR,FA,,,1991.0,2.0,19.0,46.0,,74.0,196.0,Ohio State,2025,Jeff Graham,Jeff Graham_<NA>,
10218,1268,,,,,,,,,,,GrifHo00,howard-griffith-1,189.0,,,,0.0,,,Howard Griffith,howard griffith,RB,FA,,,1991.0,9.0,13.0,236.0,,72.0,226.0,Illinois,2025,Howard Griffith,Howard Griffith_<NA>,
10221,1318,,,,,,,,,,,HollDo00,donald-hollas-1,477.0,,,,0.0,,,Donald Hollas,donald hollas,QB,FA,,,1991.0,4.0,16.0,99.0,,75.0,215.0,Rice,2025,Donald Hollas,Donald Hollas_<NA>,
10229,1453,,,,,,,,,,,McCaEd00,ed-mccaffrey-1,188.0,1932.0,,,0.0,,,Ed McCaffrey,ed mccaffrey,WR,FA,,,1991.0,3.0,28.0,83.0,87ed,77.0,215.0,Stanford,2025,Ed McCaffrey,Ed McCaffrey_<NA>,
10232,1484,,,,,,,,,,,MillEr00,ernie-mills-1,96.0,,,,0.0,,,Ernie Mills,ernie mills,WR,FA,,,1991.0,3.0,18.0,73.0,,71.0,192.0,Florida,2025,Ernie Mills,Ernie Mills_<NA>,
10233,1499,,,,,,,,,,,MoorHe00,herman-moore-1,,,,,0.0,,,Herman Moore,herman moore,WR,FA,,,1991.0,1.0,10.0,10.0,,,210.0,Virginia,2025,Herman Moore,Herman Moore_<NA>,
10235,1548,,,,,,,,,,,PopsTe00,,,,,,0.0,,,Ted Popson,ted popson,TE,FA,,,1991.0,11.0,28.0,306.0,,76.0,250.0,Portland State,2025,Ted Popson,Ted Popson_<NA>,
10236,1551,,,,,,,,,,,PritMi00,mike-pritchard-1,584.0,,,,0.0,,,Mike Pritchard,mike pritchard,WR,FA,,,1991.0,1.0,13.0,13.0,,70.0,190.0,Colorado,2025,Mike Pritchard,Mike Pritchard_<NA>,
10239,1654,,,,,,,,,,,ThigYa00,,547.0,,,,0.0,,,Yancey Thigpen,yancey thigpen,WR,FA,,,1991.0,4.0,7.0,90.0,,73.0,208.0,,2025,Yancey Thigpen,Yancey Thigpen_<NA>,
10240,1692,,,,,,,,,,,,,,,,,0.0,,,Wayne Chrebet,wayne chrebet,WR,NYJ,1970-03-12,51.2,1991.0,5.0,1.0,,,69.0,203.0,Michigan,2025,Wayne Chrebet,Wayne Chrebet_<NA>,
10241,1697,,,,,,,,,,,WainFr00,,,,,,0.0,,,Frank Wainright,frank wainright,TE,FA,,,1991.0,8.0,15.0,210.0,,75.0,250.0,,2025,Frank Wainright,Frank Wainright_<NA>,
10242,1711,,,,,,,,,,,WattRi00,ricky-watters-1,,,,,0.0,,,Ricky Watters,ricky watters,RB,FA,,,1991.0,2.0,18.0,45.0,,73.0,212.0,Notre Dame,2025,Ricky Watters,Ricky Watters_<NA>,
10243,1723,,,,,,,,,,,WillHa00,harvey-williams-1,479.0,,,,0.0,,,Harvey Williams,harvey williams,RB,FA,,,1991.0,1.0,21.0,21.0,,,225.0,LSU,2025,Harvey Williams,Harvey Williams_<NA>,
